surname	frequency	cumulative_frequency	rank
Vanroekel	0	85.077	45017
Vannorden	0	85.077	45018
Vanlent	0	85.077	45019
Vangrouw	0	85.077	45020
Vangelder	0	85.077	45021
Vanes	0	85.078	45022
Vanelli	0	85.078	45023
Vanderkar	0	85.078	45024
Vanderbeek	0	85.078	45025
Vandenburgh	0	85.078	45026
Vandekieft	0	85.079	45027
Vandekamp	0	85.079	45028
Vancura	0	85.079	45029
Vancooten	0	85.079	45030
Vanconey	0	85.079	45031
Vancampen	0	85.079	45032
Vanaria	0	85.08	45033
Valvano	0	85.08	45034
Vallette	0	85.08	45035
Vallero	0	85.08	45036
Valiton	0	85.08	45037
Valin	0	85.08	45038
Valeri	0	85.081	45039
Valek	0	85.081	45040
Valdovino	0	85.081	45041
Valdivieso	0	85.081	45042
Vakas	0	85.081	45043
Vagas	0	85.081	45044
Vadala	0	85.082	45045
Vaccarella	0	85.082	45046
Vacanti	0	85.082	45047
Urrabazo	0	85.082	45048
Urguhart	0	85.082	45049
Urda	0	85.083	45050
Urbino	0	85.083	45051
Urbas	0	85.083	45052
Upmeyer	0	85.083	45053
Umphlett	0	85.083	45054
Ulerio	0	85.083	45055
Uitz	0	85.084	45056
Uchimura	0	85.084	45057
Uccello	0	85.084	45058
Tysdal	0	85.084	45059
Ty	0	85.084	45060
Tweedle	0	85.084	45061
Turrubiates	0	85.085	45062
Turrubiartes	0	85.085	45063
Turri	0	85.085	45064
Turnham	0	85.085	45065
Turko	0	85.085	45066
Turben	0	85.086	45067
Tupin	0	85.086	45068
Tumulty	0	85.086	45069
Tuffey	0	85.086	45070
Tuckey	0	85.086	45071
Tuckett	0	85.086	45072
Tucholski	0	85.087	45073
Tubolino	0	85.087	45074
Tubergen	0	85.087	45075
Tsuboi	0	85.087	45076
Tschumperlin	0	85.087	45077
Tschoepe	0	85.087	45078
Trynowski	0	85.088	45079
Tryba	0	85.088	45080
Truslow	0	85.088	45081
Truog	0	85.088	45082
Trumball	0	85.088	45083
Trudelle	0	85.088	45084
Trojillo	0	85.089	45085
Trnka	0	85.089	45086
Trizarry	0	85.089	45087
Trigueiro	0	85.089	45088
Trigleth	0	85.089	45089
Tricomi	0	85.09	45090
Tresselt	0	85.09	45091
Trentacoste	0	85.09	45092
Trendell	0	85.09	45093
Trenary	0	85.09	45094
Treml	0	85.09	45095
Treleven	0	85.091	45096
Treherne	0	85.091	45097
Treasure	0	85.091	45098
Trayer	0	85.091	45099
Travino	0	85.091	45100
Traugott	0	85.091	45101
Trappey	0	85.092	45102
Tranbarger	0	85.092	45103
Tramontano	0	85.092	45104
Tramell	0	85.092	45105
Trainum	0	85.092	45106
Traino	0	85.093	45107
Traill	0	85.093	45108
Trabucco	0	85.093	45109
Townsell	0	85.093	45110
Tourtillott	0	85.093	45111
Touar	0	85.093	45112
Toscani	0	85.094	45113
Torrella	0	85.094	45114
Torguson	0	85.094	45115
Torda	0	85.094	45116
Top	0	85.094	45117
Toomes	0	85.094	45118
Tonner	0	85.095	45119
Tommasino	0	85.095	45120
Tomaro	0	85.095	45121
Tolve	0	85.095	45122
Tolefree	0	85.095	45123
Toguchi	0	85.095	45124
Tofflemire	0	85.096	45125
Tofanelli	0	85.096	45126
Tody	0	85.096	45127
Toce	0	85.096	45128
Tobacco	0	85.096	45129
Toan	0	85.097	45130
Toalson	0	85.097	45131
Tkacik	0	85.097	45132
Tirone	0	85.097	45133
Tipple	0	85.097	45134
Tippery	0	85.097	45135
Tinson	0	85.098	45136
Tinnell	0	85.098	45137
Timper	0	85.098	45138
Timmers	0	85.098	45139
Times	0	85.098	45140
Timblin	0	85.098	45141
Tilotta	0	85.099	45142
Tillberg	0	85.099	45143
Tijernia	0	85.099	45144
Tigges	0	85.099	45145
Tigar	0	85.099	45146
Tielking	0	85.099	45147
Thyng	0	85.1	45148
Thonen	0	85.1	45149
Thomley	0	85.1	45150
Thombs	0	85.1	45151
Thimmesch	0	85.1	45152
Thier	0	85.101	45153
Thevenin	0	85.101	45154
Theodorov	0	85.101	45155
Theodoropoulo	0	85.101	45156
Tharnish	0	85.101	45157
Tharaldson	0	85.101	45158
Thackaberry	0	85.102	45159
Tewari	0	85.102	45160
Tetu	0	85.102	45161
Tetter	0	85.102	45162
Tersigni	0	85.102	45163
Tepezano	0	85.102	45164
Tennon	0	85.103	45165
Tennent	0	85.103	45166
Teichman	0	85.103	45167
Teehan	0	85.103	45168
Tayloe	0	85.103	45169
Taus	0	85.104	45170
Tatis	0	85.104	45171
Tata	0	85.104	45172
Tat	0	85.104	45173
Tashima	0	85.104	45174
Tarufelli	0	85.104	45175
Tarlow	0	85.105	45176
Tarkowski	0	85.105	45177
Tarka	0	85.105	45178
Targett	0	85.105	45179
Taran	0	85.105	45180
Tarabokija	0	85.105	45181
Tappen	0	85.106	45182
Tanzer	0	85.106	45183
Tanous	0	85.106	45184
Tanigawa	0	85.106	45185
Taneja	0	85.106	45186
Tammo	0	85.106	45187
Tallerico	0	85.107	45188
Tallada	0	85.107	45189
Talk	0	85.107	45190
Talhelm	0	85.107	45191
Takehara	0	85.107	45192
Takata	0	85.108	45193
Tagliavia	0	85.108	45194
Taffer	0	85.108	45195
Tadman	0	85.108	45196
Tacdol	0	85.108	45197
Tacconi	0	85.108	45198
Tables	0	85.109	45199
Szewczak	0	85.109	45200
Szeredy	0	85.109	45201
Szanto	0	85.109	45202
Sympson	0	85.109	45203
Symmes	0	85.109	45204
Syers	0	85.11	45205
Sydney	0	85.11	45206
Syas	0	85.11	45207
Swinny	0	85.11	45208
Swierk	0	85.11	45209
Swendsen	0	85.111	45210
Sweigard	0	85.111	45211
Sweezey	0	85.111	45212
Sweesy	0	85.111	45213
Sween	0	85.111	45214
Sweely	0	85.111	45215
Sweed	0	85.112	45216
Sweazy	0	85.112	45217
Swauger	0	85.112	45218
Swansbrough	0	85.112	45219
Swango	0	85.112	45220
Swanda	0	85.112	45221
Swamp	0	85.113	45222
Swallows	0	85.113	45223
Swaggerty	0	85.113	45224
Svatek	0	85.113	45225
Survant	0	85.113	45226
Surowka	0	85.113	45227
Surina	0	85.114	45228
Suozzi	0	85.114	45229
Sunstrom	0	85.114	45230
Sunford	0	85.114	45231
Sundseth	0	85.114	45232
Sundahl	0	85.115	45233
Summerill	0	85.115	45234
Sumida	0	85.115	45235
Sumbler	0	85.115	45236
Suma	0	85.115	45237
Sulyma	0	85.115	45238
Sulla	0	85.116	45239
Sulieman	0	85.116	45240
Suit	0	85.116	45241
Sugiyama	0	85.116	45242
Suell	0	85.116	45243
Sudo	0	85.116	45244
Suddreth	0	85.117	45245
Sucher	0	85.117	45246
Sturn	0	85.117	45247
Sturkey	0	85.117	45248
Studzinski	0	85.117	45249
Studler	0	85.118	45250
Stuckmeyer	0	85.118	45251
Stryjewski	0	85.118	45252
Stroy	0	85.118	45253
Strotman	0	85.118	45254
Strollo	0	85.118	45255
Stroik	0	85.119	45256
Stroede	0	85.119	45257
Streeby	0	85.119	45258
Stredny	0	85.119	45259
Strazi	0	85.119	45260
Stray	0	85.119	45261
Strawderman	0	85.12	45262
Straiton	0	85.12	45263
Stower	0	85.12	45264
Stoudmire	0	85.12	45265
Stormont	0	85.12	45266
Stopka	0	85.12	45267
Stoneback	0	85.121	45268
Stoldt	0	85.121	45269
Stolarz	0	85.121	45270
Stolarski	0	85.121	45271
Stockmaster	0	85.121	45272
Stobb	0	85.122	45273
Stivason	0	85.122	45274
Stirk	0	85.122	45275
Stipp	0	85.122	45276
Stipes	0	85.122	45277
Stingel	0	85.122	45278
Stike	0	85.123	45279
Stiebel	0	85.123	45280
Stidd	0	85.123	45281
Steurer	0	85.123	45282
Sterley	0	85.123	45283
Sterle	0	85.123	45284
Stepro	0	85.124	45285
Stepovich	0	85.124	45286
Stephson	0	85.124	45287
Stenseth	0	85.124	45288
Stenerson	0	85.124	45289
Stello	0	85.125	45290
Steinbrook	0	85.125	45291
Steidley	0	85.125	45292
Stehlin	0	85.125	45293
Stegmaier	0	85.125	45294
Stefanow	0	85.125	45295
Steese	0	85.126	45296
Steenhuis	0	85.126	45297
Stavely	0	85.126	45298
Stave	0	85.126	45299
Stautz	0	85.126	45300
Staunton	0	85.126	45301
Stater	0	85.127	45302
Stas	0	85.127	45303
Startup	0	85.127	45304
Startt	0	85.127	45305
Startin	0	85.127	45306
Starratt	0	85.127	45307
Stargell	0	85.128	45308
Starcevich	0	85.128	45309
Stank	0	85.128	45310
Stanis	0	85.128	45311
Standing	0	85.128	45312
Stancliff	0	85.129	45313
Stanchfield	0	85.129	45314
Stanbrough	0	85.129	45315
Stakes	0	85.129	45316
Stahmer	0	85.129	45317
Staheli	0	85.129	45318
Staebell	0	85.13	45319
Stadtlander	0	85.13	45320
Stadheim	0	85.13	45321
Sroufe	0	85.13	45322
Sroczynski	0	85.13	45323
Srnsky	0	85.13	45324
Sreaves	0	85.131	45325
Srader	0	85.131	45326
Squeo	0	85.131	45327
Spuler	0	85.131	45328
Sproat	0	85.131	45329
Springmeyer	0	85.131	45330
Sprengeler	0	85.132	45331
Sport	0	85.132	45332
Spolar	0	85.132	45333
Spivack	0	85.132	45334
Spinale	0	85.132	45335
Spiegler	0	85.133	45336
Spickerman	0	85.133	45337
Spessard	0	85.133	45338
Spenner	0	85.133	45339
Speich	0	85.133	45340
Spaziano	0	85.133	45341
Sparaco	0	85.134	45342
Spalter	0	85.134	45343
Sowells	0	85.134	45344
Sovich	0	85.134	45345
Southmayd	0	85.134	45346
Southgate	0	85.134	45347
Sotto	0	85.135	45348
Sotomayer	0	85.135	45349
Sosaya	0	85.135	45350
Sorvillo	0	85.135	45351
Sorrel	0	85.135	45352
Soos	0	85.136	45353
Songco	0	85.136	45354
Somerset	0	85.136	45355
Somero	0	85.136	45356
Soll	0	85.136	45357
Soldan	0	85.136	45358
Solarzano	0	85.137	45359
Solana	0	85.137	45360
Sokal	0	85.137	45361
Soibelman	0	85.137	45362
Soesbe	0	85.137	45363
Sobotta	0	85.137	45364
Sobina	0	85.138	45365
Sobeck	0	85.138	45366
Soard	0	85.138	45367
Snorton	0	85.138	45368
Snopek	0	85.138	45369
Snoozy	0	85.138	45370
Snethen	0	85.139	45371
Smithhisler	0	85.139	45372
Smee	0	85.139	45373
Smaniotto	0	85.139	45374
Slusarski	0	85.139	45375
Slowe	0	85.14	45376
Slotnick	0	85.14	45377
Sleva	0	85.14	45378
Sleighter	0	85.14	45379
Slappey	0	85.14	45380
Skyers	0	85.14	45381
Skutt	0	85.141	45382
Skorcz	0	85.141	45383
Skoczylas	0	85.141	45384
Skillicorn	0	85.141	45385
Skiffington	0	85.141	45386
Skibicki	0	85.141	45387
Skerl	0	85.142	45388
Skehan	0	85.142	45389
Skalla	0	85.142	45390
Siwinski	0	85.142	45391
Sivley	0	85.142	45392
Sittloh	0	85.143	45393
Sitterly	0	85.143	45394
Sith	0	85.143	45395
Sit	0	85.143	45396
Sise	0	85.143	45397
Siroky	0	85.143	45398
Sirles	0	85.144	45399
Sirin	0	85.144	45400
Sirignano	0	85.144	45401
Siren	0	85.144	45402
Sinsabaugh	0	85.144	45403
Sinks	0	85.144	45404
Sinisi	0	85.145	45405
Sinibaldi	0	85.145	45406
Singson	0	85.145	45407
Sindlinger	0	85.145	45408
Simpkin	0	85.145	45409
Siminski	0	85.145	45410
Simcoe	0	85.146	45411
Siford	0	85.146	45412
Siegert	0	85.146	45413
Sidor	0	85.146	45414
Sidhom	0	85.146	45415
Siddique	0	85.147	45416
Siddell	0	85.147	45417
Sicotte	0	85.147	45418
Sichting	0	85.147	45419
Sicari	0	85.147	45420
Sic	0	85.147	45421
Siano	0	85.148	45422
Shufflebarger	0	85.148	45423
Shramek	0	85.148	45424
Shortnacy	0	85.148	45425
Sholler	0	85.148	45426
Sholette	0	85.148	45427
Sholders	0	85.149	45428
Shogren	0	85.149	45429
Shoenberger	0	85.149	45430
Shoemate	0	85.149	45431
Shoat	0	85.149	45432
Shinoda	0	85.15	45433
Shines	0	85.15	45434
Shimshak	0	85.15	45435
Shigley	0	85.15	45436
Sheward	0	85.15	45437
Shetrone	0	85.15	45438
Shetlar	0	85.151	45439
Sherretts	0	85.151	45440
Sherod	0	85.151	45441
Shenkle	0	85.151	45442
Shely	0	85.151	45443
Sheltra	0	85.151	45444
Shelpman	0	85.152	45445
Shellabarger	0	85.152	45446
Shelite	0	85.152	45447
Sheldrick	0	85.152	45448
Shelburn	0	85.152	45449
Sheinbein	0	85.152	45450
Shebby	0	85.153	45451
Shawley	0	85.153	45452
Shatrau	0	85.153	45453
Shartle	0	85.153	45454
Sharifi	0	85.153	45455
Shanker	0	85.154	45456
Shami	0	85.154	45457
Shamel	0	85.154	45458
Shamburg	0	85.154	45459
Shamas	0	85.154	45460
Shallow	0	85.154	45461
Shaffstall	0	85.155	45462
Shadowens	0	85.155	45463
Shackleton	0	85.155	45464
Shaak	0	85.155	45465
Seykora	0	85.155	45466
Seyfert	0	85.155	45467
Sevillano	0	85.156	45468
Sevcik	0	85.156	45469
Seubert	0	85.156	45470
Seu	0	85.156	45471
Setter	0	85.156	45472
Sesler	0	85.157	45473
Servatius	0	85.157	45474
Serrant	0	85.157	45475
Serramo	0	85.157	45476
Serl	0	85.157	45477
Serini	0	85.157	45478
Serenil	0	85.158	45479
Serapion	0	85.158	45480
Sept	0	85.158	45481
Sensibaugh	0	85.158	45482
Sens	0	85.158	45483
Senich	0	85.158	45484
Sengbusch	0	85.159	45485
Sendra	0	85.159	45486
Senate	0	85.159	45487
Semrau	0	85.159	45488
Semrad	0	85.159	45489
Sempertegui	0	85.159	45490
Semons	0	85.16	45491
Semke	0	85.16	45492
Selma	0	85.16	45493
Sellinger	0	85.16	45494
Seliga	0	85.16	45495
Sekel	0	85.161	45496
Seilheimer	0	85.161	45497
Seigfried	0	85.161	45498
Seesholtz	0	85.161	45499
Seefeld	0	85.161	45500
Seecharran	0	85.161	45501
Sedrakyan	0	85.162	45502
Seavy	0	85.162	45503
Search	0	85.162	45504
Seamster	0	85.162	45505
Seabold	0	85.162	45506
Scyoc	0	85.162	45507
Sculley	0	85.163	45508
Scullawl	0	85.163	45509
Scrogham	0	85.163	45510
Scow	0	85.163	45511
Scopa	0	85.163	45512
Scontras	0	85.164	45513
Sciulli	0	85.164	45514
Sciola	0	85.164	45515
Scifres	0	85.164	45516
Schweyen	0	85.164	45517
Schwering	0	85.164	45518
Schwerdtfeger	0	85.165	45519
Schweim	0	85.165	45520
Schweikert	0	85.165	45521
Schweder	0	85.165	45522
Schwebel	0	85.165	45523
Schwartzwalde	0	85.165	45524
Schusterman	0	85.166	45525
Schuhmann	0	85.166	45526
Schuerman	0	85.166	45527
Schuchman	0	85.166	45528
Schrotenboer	0	85.166	45529
Schreurs	0	85.166	45530
Schoppert	0	85.167	45531
Schopper	0	85.167	45532
Schools	0	85.167	45533
Schoneman	0	85.167	45534
Scholfield	0	85.167	45535
Schoeppner	0	85.168	45536
Schoenleber	0	85.168	45537
Schoeman	0	85.168	45538
Schoel	0	85.168	45539
Schnurbusch	0	85.168	45540
Schnepel	0	85.168	45541
Schnader	0	85.169	45542
Schlarb	0	85.169	45543
Schlappi	0	85.169	45544
Schlangen	0	85.169	45545
Schlaht	0	85.169	45546
Schiraldi	0	85.169	45547
Schinkel	0	85.17	45548
Schimizzi	0	85.17	45549
Schifo	0	85.17	45550
Schiesher	0	85.17	45551
Scheyer	0	85.17	45552
Schettler	0	85.17	45553
Scheppke	0	85.171	45554
Schepper	0	85.171	45555
Scheinost	0	85.171	45556
Scheidel	0	85.171	45557
Scheets	0	85.171	45558
Schatzman	0	85.172	45559
Scharwath	0	85.172	45560
Scharp	0	85.172	45561
Schaarschmidt	0	85.172	45562
Schaack	0	85.172	45563
Scarnato	0	85.172	45564
Scarnati	0	85.173	45565
Scaringi	0	85.173	45566
Scarcia	0	85.173	45567
Scarano	0	85.173	45568
Sberna	0	85.173	45569
Sawina	0	85.173	45570
Sawer	0	85.174	45571
Sawaya	0	85.174	45572
Sawatzky	0	85.174	45573
Savcedo	0	85.174	45574
Sauser	0	85.174	45575
Saumier	0	85.175	45576
Sauchez	0	85.175	45577
Sauceman	0	85.175	45578
Sathre	0	85.175	45579
Satawa	0	85.175	45580
Sasala	0	85.175	45581
Sartoris	0	85.176	45582
Sare	0	85.176	45583
Sarchet	0	85.176	45584
Saracco	0	85.176	45585
Santulli	0	85.176	45586
Santory	0	85.176	45587
Santorelli	0	85.177	45588
Santopietro	0	85.177	45589
Sansing	0	85.177	45590
Sanseverino	0	85.177	45591
Saniatan	0	85.177	45592
Sangiacomo	0	85.177	45593
Sanges	0	85.178	45594
Sanfratello	0	85.178	45595
Sanflippo	0	85.178	45596
Sandona	0	85.178	45597
Sandelin	0	85.178	45598
Sandate	0	85.179	45599
Samona	0	85.179	45600
Sammis	0	85.179	45601
Sambor	0	85.179	45602
Samano	0	85.179	45603
Salvitti	0	85.179	45604
Salvietti	0	85.18	45605
Salvi	0	85.18	45606
Salum	0	85.18	45607
Salsa	0	85.18	45608
Salonek	0	85.18	45609
Salm	0	85.18	45610
Salles	0	85.181	45611
Sall	0	85.181	45612
Salera	0	85.181	45613
Salemo	0	85.181	45614
Salee	0	85.181	45615
Salak	0	85.182	45616
Sakihara	0	85.182	45617
Sakasegawa	0	85.182	45618
Sakaguchi	0	85.182	45619
Sagastegui	0	85.182	45620
Saeturn	0	85.182	45621
Sadan	0	85.183	45622
Sacayanan	0	85.183	45623
Saborio	0	85.183	45624
Sabeiha	0	85.183	45625
Sabedra	0	85.183	45626
Sabagh	0	85.183	45627
Rzepecki	0	85.184	45628
Rzasa	0	85.184	45629
Ryser	0	85.184	45630
Ryner	0	85.184	45631
Rydman	0	85.184	45632
Rycroft	0	85.184	45633
Rybij	0	85.185	45634
Ruyes	0	85.185	45635
Ruttan	0	85.185	45636
Russon	0	85.185	45637
Rushe	0	85.185	45638
Rusert	0	85.186	45639
Rusell	0	85.186	45640
Runnells	0	85.186	45641
Rundstrom	0	85.186	45642
Rumschlag	0	85.186	45643
Rullman	0	85.186	45644
Ruka	0	85.187	45645
Ruiloba	0	85.187	45646
Ruh	0	85.187	45647
Ruggs	0	85.187	45648
Ruffer	0	85.187	45649
Ruest	0	85.187	45650
Rueluas	0	85.188	45651
Rueger	0	85.188	45652
Ruediger	0	85.188	45653
Rubinoff	0	85.188	45654
Rubendall	0	85.188	45655
Rozmus	0	85.189	45656
Roxburgh	0	85.189	45657
Rowls	0	85.189	45658
Rousch	0	85.189	45659
Rothove	0	85.189	45660
Rotelli	0	85.189	45661
Roszel	0	85.19	45662
Roske	0	85.19	45663
Roskam	0	85.19	45664
Rosensteel	0	85.19	45665
Rosendo	0	85.19	45666
Roome	0	85.19	45667
Rombough	0	85.191	45668
Romash	0	85.191	45669
Romanson	0	85.191	45670
Romanello	0	85.191	45671
Romance	0	85.191	45672
Rolison	0	85.191	45673
Rogol	0	85.192	45674
Rogas	0	85.192	45675
Roese	0	85.192	45676
Roehrs	0	85.192	45677
Roegner	0	85.192	45678
Roeger	0	85.193	45679
Rodrguez	0	85.193	45680
Rodeman	0	85.193	45681
Rodebaugh	0	85.193	45682
Rockenbaugh	0	85.193	45683
Rocconi	0	85.193	45684
Robleto	0	85.194	45685
Robateau	0	85.194	45686
Roarty	0	85.194	45687
Roaf	0	85.194	45688
Rivenberg	0	85.194	45689
Rivara	0	85.194	45690
Rivali	0	85.195	45691
Risse	0	85.195	45692
Risby	0	85.195	45693
Ripperger	0	85.195	45694
Riopelle	0	85.195	45695
Ringrose	0	85.196	45696
Rinebarger	0	85.196	45697
Rile	0	85.196	45698
Riggen	0	85.196	45699
Rigano	0	85.196	45700
Riff	0	85.196	45701
Rifenbark	0	85.197	45702
Rieper	0	85.197	45703
Rieffenberger	0	85.197	45704
Riedmayer	0	85.197	45705
Ridolfi	0	85.197	45706
Ridderhoff	0	85.197	45707
Rickon	0	85.198	45708
Rickers	0	85.198	45709
Rickels	0	85.198	45710
Richoux	0	85.198	45711
Richens	0	85.198	45712
Ribao	0	85.198	45713
Rhodarmer	0	85.199	45714
Rheingans	0	85.199	45715
Reznik	0	85.199	45716
Reveron	0	85.199	45717
Reus	0	85.199	45718
Reph	0	85.2	45719
Renko	0	85.2	45720
Remme	0	85.2	45721
Remlinger	0	85.2	45722
Remke	0	85.2	45723
Remily	0	85.2	45724
Reitano	0	85.201	45725
Reissig	0	85.201	45726
Reisher	0	85.201	45727
Reinitz	0	85.201	45728
Reinholtz	0	85.201	45729
Reines	0	85.201	45730
Reigstad	0	85.202	45731
Reigh	0	85.202	45732
Reichelderfer	0	85.202	45733
Rehnert	0	85.202	45734
Rehagen	0	85.202	45735
Redline	0	85.202	45736
Rediger	0	85.203	45737
Redhouse	0	85.203	45738
Redepenning	0	85.203	45739
Recla	0	85.203	45740
Rechkemmer	0	85.203	45741
Reando	0	85.204	45742
Razavi	0	85.204	45743
Rayson	0	85.204	45744
Rayna	0	85.204	45745
Rax	0	85.204	45746
Raveling	0	85.204	45747
Rauser	0	85.205	45748
Rauschenberg	0	85.205	45749
Raupach	0	85.205	45750
Raum	0	85.205	45751
Rauen	0	85.205	45752
Ratulowski	0	85.205	45753
Ratterree	0	85.206	45754
Ratering	0	85.206	45755
Rapin	0	85.206	45756
Rannels	0	85.206	45757
Rane	0	85.206	45758
Randhawa	0	85.207	45759
Ramus	0	85.207	45760
Ramsfield	0	85.207	45761
Rams	0	85.207	45762
Ramroop	0	85.207	45763
Ramano	0	85.207	45764
Raj	0	85.208	45765
Raina	0	85.208	45766
Raikes	0	85.208	45767
Ragonese	0	85.208	45768
Rafaniello	0	85.208	45769
Raetz	0	85.208	45770
Raether	0	85.209	45771
Raeside	0	85.209	45772
Radwan	0	85.209	45773
Radman	0	85.209	45774
Rademaker	0	85.209	45775
Radar	0	85.209	45776
Racki	0	85.21	45777
Rachlin	0	85.21	45778
Rabena	0	85.21	45779
Rabassa	0	85.21	45780
Rabadan	0	85.21	45781
Raad	0	85.211	45782
Quoss	0	85.211	45783
Quizon	0	85.211	45784
Quito	0	85.211	45785
Quintela	0	85.211	45786
Quimet	0	85.211	45787
Quilty	0	85.212	45788
Quilimaco	0	85.212	45789
Quidley	0	85.212	45790
Quezaire	0	85.212	45791
Quave	0	85.212	45792
Quarto	0	85.212	45793
Quaranto	0	85.213	45794
Quandel	0	85.213	45795
Qiu	0	85.213	45796
Qazi	0	85.213	45797
Pyrdum	0	85.213	45798
Pyon	0	85.214	45799
Pyeatt	0	85.214	45800
Puzinski	0	85.214	45801
Putnal	0	85.214	45802
Punter	0	85.214	45803
Pumphery	0	85.214	45804
Pumper	0	85.215	45805
Pump	0	85.215	45806
Pummell	0	85.215	45807
Pumarejo	0	85.215	45808
Pulvermacher	0	85.215	45809
Pultz	0	85.215	45810
Pully	0	85.216	45811
Pullens	0	85.216	45812
Pulkrabek	0	85.216	45813
Pulk	0	85.216	45814
Pudlinski	0	85.216	45815
Puccetti	0	85.216	45816
Przygocki	0	85.217	45817
Przybyszewski	0	85.217	45818
Prusha	0	85.217	45819
Prudente	0	85.217	45820
Prucnal	0	85.217	45821
Prottsman	0	85.218	45822
Prosch	0	85.218	45823
Prodoehl	0	85.218	45824
Procell	0	85.218	45825
Prinzivalli	0	85.218	45826
Primes	0	85.218	45827
Prey	0	85.219	45828
Presnar	0	85.219	45829
Presho	0	85.219	45830
Prentis	0	85.219	45831
Preisler	0	85.219	45832
Preisel	0	85.219	45833
Pratka	0	85.22	45834
Pratcher	0	85.22	45835
Prass	0	85.22	45836
Pozzuoli	0	85.22	45837
Powanda	0	85.22	45838
Poundstone	0	85.221	45839
Potters	0	85.221	45840
Potra	0	85.221	45841
Potestio	0	85.221	45842
Potempa	0	85.221	45843
Postlethwait	0	85.221	45844
Posas	0	85.222	45845
Portrum	0	85.222	45846
Portland	0	85.222	45847
Portilla	0	85.222	45848
Portie	0	85.222	45849
Popovitch	0	85.222	45850
Popken	0	85.223	45851
Ponzio	0	85.223	45852
Pontremoli	0	85.223	45853
Pontarelli	0	85.223	45854
Pombo	0	85.223	45855
Pomainville	0	85.223	45856
Polycarpe	0	85.224	45857
Pollart	0	85.224	45858
Politowski	0	85.224	45859
Politano	0	85.224	45860
Poliquin	0	85.224	45861
Polczynski	0	85.225	45862
Pokoj	0	85.225	45863
Poitevint	0	85.225	45864
Poissonnier	0	85.225	45865
Poeppel	0	85.225	45866
Poellot	0	85.225	45867
Poehlman	0	85.226	45868
Poehlein	0	85.226	45869
Podratz	0	85.226	45870
Pociask	0	85.226	45871
Plocher	0	85.226	45872
Pline	0	85.226	45873
Plessinger	0	85.227	45874
Plautz	0	85.227	45875
Platten	0	85.227	45876
Plass	0	85.227	45877
Plageman	0	85.227	45878
Placko	0	85.228	45879
Pizzola	0	85.228	45880
Pizzella	0	85.228	45881
Pittsenbarger	0	85.228	45882
Pittner	0	85.228	45883
Pitstick	0	85.228	45884
Pitsch	0	85.229	45885
Pitney	0	85.229	45886
Pitaniello	0	85.229	45887
Pistoresi	0	85.229	45888
Pirc	0	85.229	45889
Pinski	0	85.229	45890
Pinera	0	85.23	45891
Pincock	0	85.23	45892
Pinckley	0	85.23	45893
Pincince	0	85.23	45894
Piliero	0	85.23	45895
Pilat	0	85.23	45896
Pigue	0	85.231	45897
Pietschman	0	85.231	45898
Pierpoint	0	85.231	45899
Pierini	0	85.231	45900
Picon	0	85.231	45901
Picking	0	85.232	45902
Picardi	0	85.232	45903
Phlegm	0	85.232	45904
Phippin	0	85.232	45905
Phetteplace	0	85.232	45906
Pharel	0	85.232	45907
Pfundt	0	85.233	45908
Pfluger	0	85.233	45909
Pfeuffer	0	85.233	45910
Pfefferle	0	85.233	45911
Pezzulo	0	85.233	45912
Pezzano	0	85.233	45913
Peveler	0	85.234	45914
Pettersson	0	85.234	45915
Petsch	0	85.234	45916
Petrusky	0	85.234	45917
Petruska	0	85.234	45918
Petrulis	0	85.235	45919
Petrossian	0	85.235	45920
Petroske	0	85.235	45921
Petrini	0	85.235	45922
Petitte	0	85.235	45923
Petito	0	85.235	45924
